actual_controller,stock_code,owner_type,company_name,bargain_freq,ipo_at,start_at,industry,main_product,main_product_type,region,cash_reserve_2,cash_reserve_3,cash_reserve_1,growth_ratio_1,growth_ratio_2,growth_ratio_3,ssh_prop,net_profit,roe,concept_sector,row_index,pe,market_value,pb
陈尧根,002370.SZ,民营企业,亚太药业,,2010-03-16 00:00:00,20011231.0,制造业-医药制造业,亚太药业阿莫西林阿昔洛韦片、亚太药业阿莫西林胶囊、亚太药业阿莫西林克拉维酸钾分散片、亚太药业阿奇霉素分散片、亚太药业奥美拉唑肠溶胶囊、亚太药业雌二醇缓释贴片、亚太药业罗红霉素胶囊、亚太药业螺内酯片、亚太药业氯唑沙宗片、亚太药业头孢氨苄胶囊、亚太药业头孢泊肟酯胶囊、亚太药业盐酸地尔硫卓片、亚太药业盐酸二甲双胍片、亚太药业盐酸环丙沙星片、亚太药业盐酸左氧氟沙星片、亚太药业氧氟沙星片、亚太药业依托度酸片、亚太药业注射用阿奇霉素、亚太药业注射用更昔洛韦、亚太药业注射用加替沙星、亚太药业注射用利巴韦林、亚太药业注射用头孢呋辛钠、亚太药业注射用头孢哌酮、亚太药业注射用头孢哌酮钠舒巴坦钠、亚太药业注射用头孢曲松钠,激素及调节内分泌功能类制剂、抗生素类抗感染制剂,浙江省,264045598.81,367191889.99,270345808.09,13.3199,18.7972,17.2488,35.2,1.7473,0.78,超涨;预增,2394.0,670.7953,3676080000.0,5.0774
长春市人民政府国有资产监督管理委员会,600881.SH,地方国有企业,亚泰集团,,1995-11-15 00:00:00,19861227.0,制造业-非金属矿物制品业,亚泰豪苑、亚泰集团参一胶囊、亚泰集团道路硅酸盐水泥、亚泰集团低碱硅酸盐水泥、亚泰集团鼎鹿矿渣硅酸盐水泥、亚泰集团鼎鹿普通硅酸盐水泥、亚泰集团鼎鹿商品熟料、亚泰集团东北证券经纪业务、亚泰集团复合硅酸盐水泥、亚泰集团吉林亚泰富苑购物中心、亚泰集团普通硅酸盐水泥、亚泰集团普通混凝土、亚泰集团桃花苑、亚泰集团天鹅水泥、亚泰集团杏花苑、亚泰集团亚太鼎盛国际花园、亚泰集团油井水泥、亚泰集团长春亚泰国际花园、亚泰樱花苑,保健食品、大型购物中心、混凝土及砂浆、经纪业务、水泥、住宅楼盘,吉林省,6301163010.6,5442699767.3,4807321193.48,30.4529,-10.7066,-19.4453,15.57,1.69,2.87,参股金融;长吉图板块;抗癌;涉矿;中朝经济特区;体育;融资融券标的;超涨,2395.0,68.0052,14797857373.0,1.8265
山东省人民政府国有资产监督管理委员会,600213.SH,地方国有企业,亚星客车,,1999-08-31 00:00:00,19980928.0,制造业-汽车制造业,亚星12米系列卧铺客车、亚星城市客车、亚星底盘、亚星高档豪华客车、亚星高档豪华双层、亚星公路客车、亚星豪华大巴、亚星库存车、亚星旅游客车、亚星中型城乡客车、亚星座椅,车身及外观设备、行驶底盘设备、客车,江苏省,290736076.59,148141445.78,365252228.14,15.1576,31.7775,17.2625,51.0,0.4659,2.79,新能源汽车;超涨,2396.0,580.6509,3044800000.0,18.7573
烟台市人民政府国有资产监督管理委员会,002254.SZ,地方国有企业,泰和新材,,2008-06-25 00:00:00,19930520.0,制造业-化学纤维制造业,烟台T-111 本白氨纶、烟台T-115 有光氨纶、烟台T-215 有光氨纶、烟台T-315 有光氨纶、烟台T-535 有光氨纶、烟台T-635 有光氨纶、烟台氨纶本白短纤N600、烟台氨纶本白短纤N601、烟台氨纶芳纶、烟台氨纶着色短纤S101、烟台氨纶着色短纤S102,人造纤维,山东省,80129366.23,128782393.03,173772889.02,-37.2474,7.0626,37.9204,39.31,5.329,5.15,新材料;预增,2397.0,65.5917,5528044080.0,3.1215
烟台万华合成革集团有限公司,600309.SH,地方国有企业,万华化学,,2001-01-05 00:00:00,19981206.0,制造业-化学原料和化学制品制造业,烟台万华MDA系列产品、烟台万华Wanalink6200、烟台万华单体聚醚系列、烟台万华多聚甲醛系列产品、烟台万华二苯基甲烷二异氰酸酯(MDI)、烟台万华聚合MDI、烟台万华木材胶粘剂、烟台万华热塑性聚氨酯弹性体、烟台万华软泡组合聚醚系列、烟台万华硬泡组合聚醚系列,高分子聚合物、胶粘剂、有机化工原料,山东省,1372606853.48,1788858510.07,988922382.29,5.2529,-3.9618,-10.615,50.5,18.6075,32.62,建筑节能;沪股通50;融资融券标的;大盘蓝筹;超涨,2398.0,14.4484,41776306790.4,4.004
胡黎明,002178.SZ,民营企业,延华智能,,2007-11-01 00:00:00,20011118.0,科学研究和技术服务业-专业技术服务业,延华智能工程承包业务、延华智能工程设计业务,工业建筑,上海,197599951.15,205625368.32,335165967.55,-1.1468,-12.0654,14.2152,19.56,5.7285,8.53,建筑节能;合同能源管理;预增;高送转,2399.0,113.1469,4257215602.64,6.3407
青海省国有资产监督管理委员会,000792.SZ,地方国有企业,盐湖股份,,1997-09-04 00:00:00,19970825.0,制造业-化学原料和化学制品制造业,盐桥氯化钾,钾肥,青海省,2166007298.57,1946691289.32,2331434232.87,-4.8504,-21.562,41.1196,30.99,13.1711,6.51,融资融券标的;超涨;预减,2400.0,33.8446,35611501055.2,2.1347
山东省人民政府国有资产监督管理委员会,600188.SH,地方国有企业,兖州煤业,,1998-07-01 00:00:00,19970925.0,采矿业-煤炭开采和洗选业,兖州煤业1号精煤、兖州煤业2号精煤、兖州煤业3号精煤、兖州煤业混煤、兖州煤业块精煤、兖州煤业筛选原煤,煤制品、原煤,山东省,16094404446.0,18096652640.0,15510298000.0,11.1303,2.1228,7.1245,52.86,0.5095,2.98,融资融券标的;含H股的A股;超涨,2401.0,51.8842,65955744000.0,1.6298
中华人民共和国农业部,002732.SZ,中央国有企业,燕塘乳业,,2014-12-05 00:00:00,20021230.0,制造业-食品制造业,燕塘UHT灭菌奶、燕塘巴氏杀菌奶、燕塘花式奶、燕塘乳酸菌乳饮料、燕塘酸奶,乳制品,广东省,94307227.25,43460857.27,156591626.7,-11.8548,-13.3848,36.1255,40.97,8.0098,23.49,小盘绩优,2402.0,32.9224,2295736500.0,
梁勤,300373.SZ,民营企业,扬杰科技,,2014-01-23 00:00:00,20060802.0,制造业-计算机、通信和其他电子设备制造业,扬杰科技Automobile Rectifier、扬杰科技Bridge Rectifier、扬杰科技Fast Recovery Rectifier、扬杰科技General Purpose Rectifier、扬杰科技High Efficient Rectifier、扬杰科技Module、扬杰科技Schottry Rectifier、扬杰科技Silicon Bidirectional、扬杰科技Small Singnal Diode、扬杰科技solar diode、扬杰科技Super Fast Rectifier、扬杰科技TVS、扬杰科技Zener Diode,电子元器件,江苏省,46843208.22,52686477.48,45928375.92,-4.5155,7.6533,23.1269,47.69,19.3719,29.74,高送转,2403.0,47.2952,4714928000.0,7.2061
扬州市国有资产监督管理委员会,600486.SH,地方国有企业,扬农化工,,2002-04-25 00:00:00,19991210.0,制造业-化学原料和化学制品制造业,扬农化工草甘膦、扬农化工农用菊酯、扬农化工卫生用菊酯,有机化学农药,江苏省,1595639323.37,1245010185.87,1654086626.41,14.9635,22.1361,40.656,36.17,13.0076,17.81,融资融券标的;超涨;预增;高送转,2404.0,17.776,6711893823.11,2.7868
吴洁,000671.SZ,民营企业,阳光城,,1996-12-18 00:00:00,19910802.0,房地产业-房地产业,阳光·上城A组团、阳光·上城B组团、阳光·上城C组团、阳光发展白金瀚宫、阳光发展丹宁顿小镇、阳光发展福州阳光城1区、阳光发展福州阳光城2区、阳光发展假日公寓、阳光发展罗星花园、阳光发展上海天骄大厦、阳光发展乌山荣域,酒店、住宅楼盘,福建省,966240547.39,680048519.51,2577713272.95,11.7103,-0.2526,14.3114,21.27,8.0394,24.82,海峡西岸;融资融券标的;大盘蓝筹;超涨;预增,2405.0,28.7198,18716250571.7,5.4764
"陈森洁及其子,女;陈森洁之女;陈森洁;陈森洁之子,女",600261.SH,民营企业,阳光照明,,2000-07-20 00:00:00,19940805.0,制造业-电气机械和器材制造业,阳光T5大功率荧光灯及配套灯具、阳光电子镇流器、阳光台灯、阳光一体化电子节能灯,照明器具,浙江省,1242881140.08,468310197.26,1219613329.43,-16.2348,-19.965,23.2596,32.14,7.3109,9.55,绿色节能照明;融资融券标的;高送转,2406.0,38.6797,8964315421.2,3.4693
新加坡政府产业投资有限公司,000608.SZ,外资企业,阳光股份,,1996-09-19 00:00:00,19930525.0,房地产业-房地产业,阳光大厦、阳光股份北京华糖大厦、阳光股份北京通州商业项目、阳光股份北京阳光丽景、阳光股份北苑科创大厦、阳光股份地产租赁、阳光股份青岛城阳项目、阳光股份沈阳长青街商业项目、阳光股份天津万东小马路项目、阳光股份烟台银河项目、阳光酒仙桥危改项目、阳光上东、阳光盛世嘉园、阳光阳春光华枫树园、阳光阳春光华橡树园,拆迁改建、商业地产、物业出租和管理、住宅楼盘,广西壮族自治区,387736000.0,796210000.0,913265000.0,33.491,-15.3452,22.1352,29.12,27.2443,6.66,外资并购(国际板);预减,2407.0,18.819,3599583883.2,0.8947
邓冠华,300030.SZ,民营企业,阳普医疗,,2009-12-25 00:00:00,19960819.0,制造业-专用设备制造业,阳普医疗采血针、阳普医疗持针器、阳普医疗全自动真空采血管脱盖机、阳普医疗微生物拭子、阳普医疗血沉架、阳普医疗真空采血管、阳普医疗专用压脉带,医用耗材,广东省,290402715.67,331142603.13,299647334.22,21.1199,56.3281,,23.25,12.9934,6.95,预增;高送转,2408.0,86.6438,3996000000.0,5.7838
张中能;郭梅兰,600673.SH,民营企业,东阳光科,,1993-09-17 00:00:00,19880512.0,制造业-金属制品业,阳之光ps板、阳之光磁性材料、阳之光电极箔、阳之光电容器、阳之光电子箔、阳之光光箔、阳之光化成箔、阳之光精铝、阳之光空调箔、阳之光亲水箔、阳之光素箔、阳之光铸轧卷,磁性材料、电解铝、电子元器件、铝加工材,广东省,672676774.05,382302028.44,1345995182.85,7.4926,9.2032,40.2655,34.32,4.1303,5.77,超级电容;融资融券标的;超涨,2409.0,108.8175,15905245374.0,4.6174
宿迁市人民政府国有资产监督管理委员会,002304.SZ,地方国有企业,洋河股份,,2009-11-06 00:00:00,20021227.0,制造业-酒、饮料和精制茶制造业,洋河大曲白酒、洋河敦煌白酒、洋河海之蓝、洋河梦之蓝、洋河梦之蓝珍藏版、洋河天之蓝,白酒,江苏省,7658768818.08,7097804381.0,7854845762.12,46.0555,11.7346,16.304,34.16,33.2952,31.44,融资融券标的;超涨,2410.0,14.6332,73196560000.0,3.7764
韩旭;张仁华,002589.SZ,民营企业,瑞康医药,,2011-06-10 00:00:00,20040921.0,批发和零售业-批发业,药品经营、药品批发,药品经销,山东省,398099485.5,307265735.92,648074433.42,10.1521,-10.0652,20.409,24.86,2.4341,13.31,超涨;高送转,2411.0,50.5141,7251552256.0,4.3381
大同股份有限公司,000536.SZ,外资企业,华映科技,,1993-11-26 00:00:00,19931120.0,制造业-计算机、通信和其他电子设备制造业,液晶模组、液晶模组代加工,电子设备及加工、电子元器件,福建省,1236661356.77,955200774.47,2538824640.9,-3.9913,-3.5408,10.1934,63.63,8.3472,13.29,海峡西岸;触摸屏;融资融券标的,2412.0,47.0132,14608179112.5,5.6706
国务院国有资产监督管理委员会,600742.SH,中央国有企业,一汽富维,,1996-08-26 00:00:00,19930628.0,制造业-汽车制造业,一汽四环奥迪、小红旗前座椅、一汽四环变速杆加强板、一汽四环仓栅车、一汽四环侧拉帘式厢式车、一汽四环低平板半挂车、一汽四环电动外后视镜开关、一汽四环功能开关、一汽四环轿车车轮、一汽四环捷达主司机座椅、一汽四环军用宿营车、一汽四环卡车座椅、一汽四环滤清器、一汽四环暖风调速开关、一汽四环汽车底盘、一汽四环前保险杠总成、一汽四环为一汽FM新内饰卡车生产的各类开关、一汽四环型钢车轮、一汽四环旋压车轮,车身及外观设备、行驶底盘设备、横向附件、专用车,吉林省,498678703.03,372538742.87,355245989.34,13.3868,10.7214,57.7619,20.14,4.3988,12.17,长吉图板块;央企;融资融券标的;超涨,2413.0,15.8997,5859198180.0,1.8049
张佳运,002260.SZ,民营企业,伊立浦,,2008-07-16 00:00:00,19930628.0,制造业-电气机械和器材制造业,伊立浦按摩器、伊立浦地板清洁器、伊立浦电吹风、伊立浦电磁炉、伊立浦电饭煲、伊立浦电风扇、伊立浦电煎板、伊立浦电烤炉、伊立浦电压力煲、伊立浦电熨斗、伊立浦刮胡刀、伊立浦加湿器、伊立浦搅拌机、伊立浦咖啡壶、伊立浦空气清新机、伊立浦商用厨房、伊立浦吸尘器、伊立浦衣物除毛器,保健器具、厨房器具、厨房小家电、家用美容器具、清洁器具、熨烫器具、制冷器具,广东省,126662088.13,161926106.53,158923685.28,11.4787,19.6129,32.0527,24.66,2.9496,6.09,重组;通用航空;无人机;超涨;预增,2414.0,203.6751,4087200000.0,12.3544
,600887.SH,公众企业,伊利股份,,1996-03-12 00:00:00,19930614.0,制造业-食品制造业,伊利冰淇淋、伊利纯牛奶、伊利纯鲜牛奶、伊利儿童奶、伊利儿童学生产品、伊利功能奶、伊利花色奶、伊利混合饲料、伊利金典奶、伊利金领冠婴幼儿奶粉、伊利冷饮、伊利领鲜速冻肉串、伊利领鲜速冻水饺、伊利奶粉、伊利女士奶粉、伊利全家适用奶粉、伊利双果奇缘、伊利酸奶、伊利酸酸乳、伊利特殊营养奶粉、伊利雪糕、伊利液态奶、伊利益生菌酸奶、伊利优酸乳、伊利原奶、伊利孕妇产品、伊利早餐奶、伊利中老年奶粉,冷冻食品、乳制品、饲料,内蒙古自治区,2004196545.71,3921128772.64,8173346441.54,15.9109,18.3348,22.9705,9.31,6.7,23.15,二胎政策;融资融券标的;社保重仓;基金重仓;基金增仓;大盘蓝筹;预增;高送转,2415.0,24.5362,78202748762.2,4.5549
梁桂秋,002551.SZ,民营企业,尚荣医疗,,2011-02-25 00:00:00,19980313.0,制造业-专用设备制造业,医疗工程服务,装修工程,广东省,890617528.54,879795910.23,650311073.97,-7.4891,-21.0061,-1.3822,41.12,10.6013,5.97,,2416.0,128.4361,9472875750.0,7.4196
刘宝林,600998.SH,民营企业,九州通,,2010-11-02 00:00:00,19990309.0,批发和零售业-批发业,医疗器械经销、原料药经销、中药饮片经销,药品经销,湖北省,2399927905.07,2148219095.81,3201806317.39,17.662,-7.7859,38.7261,26.36,1.4082,9.83,民营银行;融资融券标的,2417.0,57.6194,27537934217.8,3.8031
国务院国有资产监督管理委员会,600871.SH,中央国有企业,*ST仪化,,1995-04-11 00:00:00,19931231.0,制造业-化学纤维制造业,仪征化纤PTA、仪征化纤涤纶短纤维、仪征化纤涤纶长丝、仪征化纤聚酯切片、仪征化纤中空纤维,高分子聚合物、合成纤维、有机化工原料,江苏省,162027000.0,1541821000.0,105797000.0,4.9182,-0.2528,71.7426,40.25,-8.2265,-18.59,央企;油气改革;*ST;含H股的A股;超涨;并购阶段(需定增),2418.0,-18.5667,27000000000.0,3.9889
沂源县公有资产管理委员会,600529.SH,地方国有企业,山东药玻,,2002-06-03 00:00:00,19931108.0,制造业-非金属矿物制品业,沂蒙安瓿、沂蒙丁基胶塞、沂蒙管瓶、沂蒙管制药用玻璃瓶、沂蒙铝塑盖、沂蒙铝塑盖塑料瓶、沂蒙模制药用玻璃瓶、沂蒙输液瓶、沂蒙塑料瓶、沂蒙药用玻璃管、沂蒙棕色瓶,玻璃容器、塑料包装制品,山东省,126775899.49,185517319.39,148680260.31,0.6039,-4.9225,1.8387,18.47,7.9204,6.17,,2419.0,27.6034,3376827056.32,1.6405
,600793.SH,公众企业,ST宜纸,,1997-02-20 00:00:00,19891130.0,制造业-造纸和纸制品业,宜宾纸业食品纸、宜宾纸业文化用纸、宜宾纸业新闻纸,生活用纸、新闻用纸,四川省,44751745.29,210357471.86,53590678.44,69.4761,10.5837,39.4952,37.77,68.7961,24.83,重组;ST;超涨;预减,2420.0,184.2277,1336257000.0,43.3437
刘绍喜,600978.SH,民营企业,宜华木业,,2004-08-24 00:00:00,19961204.0,制造业-家具制造业,宜华家具、宜华木地板、宜华原木,家具、木材及木材加工、木地板,广东省,959028054.11,1557439054.12,1433888095.58,-2.2158,2.781,19.9801,23.84,10.0231,9.13,O2O;融资融券标的;并购阶段(需定增),2421.0,21.1304,8674789523.4,1.4222
李如成,002036.SZ,民营企业,宜科科技,,2004-09-03 00:00:00,19980412.0,制造业-纺织服装、服饰业,宜科汉麻、宜科里布、宜科牦牛黑炭衬、宜科牦牛军工衬、宜科牦牛粘合衬、宜科配套辅料,其他纺织品及原料、衣着用纺织品,浙江省,79721241.97,80763284.81,87066484.76,-4.2528,1.6657,64.5798,30.08,4.9037,5.06,超涨,2422.0,139.7966,2367899252.48,7.098
周国辉,002183.SZ,民营企业,怡亚通,,2007-11-13 00:00:00,19971110.0,租赁和商务服务业-商务服务业,怡亚通供应链解决方案咨询服务、怡亚通国际采购与配送、怡亚通国内物流、怡亚通进出口通关服务、怡亚通全国保税物流园区,进出口贸易、开发区园区、其他物流、专业咨询服务,广东省,4820059956.0,7468465880.0,4228096190.0,-8.4676,0.1279,6.079,40.68,1.8047,10.23,智能物流;电子商务;融资融券标的;超涨;预增,2423.0,61.2497,12267410438.0,4.4465
骆锦红;刘金成,300014.SZ,民营企业,亿纬锂能,,2009-10-30 00:00:00,20011224.0,制造业-电气机械和器材制造业,亿纬锂能锂离子及锂聚合物组合电池、亿纬锂能锂锰电池、亿纬锂能锂亚电池、亿纬锂能镍氢组合电池,低压电器类,广东省,116846625.04,172211167.08,247182615.45,14.0434,21.04,27.855,45.24,15.4432,19.98,锂电池;融资融券标的;高送转,2424.0,41.9991,6750868035.0,7.3745
邓伟,600289.SH,民营企业,亿阳信通,,2000-07-20 00:00:00,19950118.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,亿阳信通安哥拉交通信号项目、亿阳信通本辽辽高速公路三大系统机电工程、亿阳信通电信计费结算系统、亿阳信通电信网管软件、亿阳信通电信增值服务、亿阳信通防火墙、亿阳信通福建泉三高速公路项目机电工程、亿阳信通行业专用软件、亿阳信通津汕改造项目系统工程,电信增值服务、防火墙软件、行业专用软件、计费结算系统、网管软件,黑龙江省,1125372879.44,967624012.04,1049114279.42,0.1764,10.8836,66.4406,23.16,6.5172,4.42,移动支付;智能交通;移动互联网;电子商务;融资融券标的;超涨,2425.0,76.5802,6456769423.92,3.3874
何思模,300376.SZ,民营企业,易事特,,2014-01-27 00:00:00,20010621.0,制造业-电气机械和器材制造业,易事特“E机房”系统、易事特“E智”系统、易事特EPS应急电源、易事特OR系列电源、易事特UPSmart2000监控软件、易事特UPS不间断电源、易事特壁挂电源系统、易事特变频电源、易事特便携式充电机、易事特电力UPS系统、易事特电梯专用电源、易事特电站型并网逆变器、易事特高频开关电源系统、易事特高频整流模块、易事特挂墙式电源系统、易事特光伏阵列智能汇流箱、易事特户外电源系统、易事特环境动力监控系统、易事特机房精密配电、易事特机房专用精密空调、易事特机柜集成系统、易事特集成式光伏电站、易事特监控模块、易事特免维护铅酸蓄电池、易事特配电单元（PDU）、易事特嵌入式电源系统、易事特手动调压器、易事特太阳能充电控制器、易事特太阳能离网逆变器、易事特网络服务器机柜、易事特稳压电源、易事特一体化电源系统、易事特整流模块电源、易事特智能电池巡检仪、易事特专用逆变电源、易事特组串型并网逆变器、易事特组合式电源系统,变电设备、低压电器类、电子元器件、行业专用软件、监控器材及系统、空调器具、专用设备与零部件,广东省,291340145.96,137408245.37,367140847.4,29.9676,39.2598,25.1418,65.28,11.7267,23.15,充电桩;超涨;高送转,2426.0,47.9662,7599672000.0,7.7774
陈少美,300381.SZ,民营企业,溢多利,,2014-01-28 00:00:00,19910903.0,制造业-食品制造业,溢多利纺织用酶制剂、溢多利果寡糖类饲料添加剂、溢多利抗氧化剂、溢多利饲用复合酶（含加酶添加剂预混合饲料）、溢多利饲用木聚糖酶、溢多利饲用植酸酶、溢多利酸化剂、溢多利诱食剂、溢多利造纸用酶制剂,催化剂及化学助剂,广东省,81423625.05,80675741.74,90600452.36,2.7787,-0.4479,18.0543,51.53,17.5514,23.07,小盘绩优;超涨;高送转;并购阶段(需定增),2427.0,55.1619,3482632000.0,7.2236
河南省人民政府国有资产监督管理委员会,600069.SH,地方国有企业,银鸽投资,,1997-04-30 00:00:00,19970113.0,制造业-造纸和纸制品业,银鸽胶版纸、银鸽纳米纸、银鸽书写纸、银鸽投资包装纸、银鸽投资电力、银鸽投资氯碱、银鸽投资生态肥,腐殖酸、火电、书写用纸、特种纸、无机化工原料、印刷用纸、纸包装制品,河南省,953965421.05,678090959.37,1033370916.33,-4.386,10.5446,23.6863,20.32,-8.5854,-16.3,借壳上市;超涨,2428.0,-16.5284,4605587723.52,3.0681
"Maxon Limited;张志平,张高波",600595.SH,外资企业,中孚实业,,2002-06-26 00:00:00,19931210.0,制造业-有色金属冶炼和压延加工业,银浩铝板、银浩铝箔、银浩铝带、中孚实业铝棒、中孚实业铝锭、中孚实业铝杆、中孚实业铝铸扎卷,电解铝、铝加工材,河南省,4248929960.84,3693437739.33,3844783918.46,0.777,5.1219,15.0879,57.97,-8.0758,-17.07,融资融券标的;超涨,2429.0,-12.6618,10745304286.5,1.9751
国务院国有资产监督管理委员会,000519.SZ,中央国有企业,江南红箭,,1993-10-08 00:00:00,19891210.0,制造业-非金属矿物制品业,银河动力柴油机活塞、银河动力汽油机活塞、银河动力压缩机活塞,发动机设备、轻型工程机械,湖南省,17804621.37,12377579.83,1349206951.89,24.7298,46.3488,37.7715,36.04,18.2453,17.81,央企;超涨;预增,2430.0,31.5242,12007540755.1,3.2836
刘成文,000511.SZ,民营企业,烯碳新材,,1993-05-18 00:00:00,19890620.0,制造业-有色金属冶炼和压延加工业,银基发展沈阳地王国际花园、银基发展沈阳五里河东方威尼斯、银基发展银河湾项目,住宅楼盘,辽宁省,207502406.43,71667904.2,60664187.36,27.4459,-6.7876,14.9189,13.69,10.4,4.0,稀土永磁;石墨烯;融资融券标的;超涨;预增;并购阶段(需定增),2431.0,143.155,9481170810.31,5.5964
刘健;王辉,300020.SZ,民营企业,银江股份,,2009-10-30 00:00:00,19921113.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,银江BRT嵌入式信号优先控制系统、银江城市快速路匝道控制系统、银江城市智能交通集成与管理平台、银江城市智能交通诱导综合信息服务平台、银江闯红灯违法抓拍系统、银江倒计时控制器、银江高清晰卡口及超速监测系统、银江跨区域联网视频监控综合网络共享平台、银江区域医疗信息化平台、银江社区卫生服务系统、银江视频监控系统、银江数字医院无线网络集成、银江停车诱导信息系统、银江协调式信号控制系统、银江医用平板电脑M1525、银江移动临床信息系统、银江移动临床助理MCA T10Y、银江移动门诊输液系统、银江移动数据终端MC50、银江婴儿防盗系统、银江智能建筑综合管理系统,运营平台系统,浙江省,475415737.53,320510627.38,483403647.65,10.2395,34.2012,32.5707,28.58,7.6174,16.8,物联网;智能交通;智慧医疗;融资融券标的,2432.0,57.5148,8377353052.2,4.9561
徐小敏,002126.SZ,民营企业,银轮股份,,2007-04-18 00:00:00,19990310.0,制造业-汽车制造业,银轮EGR、银轮板翅式冷却器、银轮封条式冷却器、银轮管翅式冷却器、银轮管壳式冷却器、银轮机油冷却器、银轮冷却模块、银轮冷却器模块总成、银轮冷却器总成、银轮铝冷却器、银轮中冷器,发动机设备,浙江省,473907894.31,527626484.86,532950863.77,10.0632,-29.1279,7.3267,12.28,5.5305,7.46,尾气治理;预增,2433.0,47.305,4562632200.0,3.2859
杜应流,603308.SH,民营企业,应流股份,,2014-01-22 00:00:00,20000804.0,制造业-专用设备制造业,应流超级奥氏体不锈钢阀体、应流大型地面采矿设备-电铲履带板、应流大型地下采矿设备-输送机、应流电站高压主气阀阀体、应流电站耐高温阀门阀体、应流非公路重载大型矿用卡车后轮、应流非公路重载大型矿用卡车后桥、应流高压加氢阀门阀体、应流哈氏合金阀体、应流核电站泵泵壳、应流核电站泵叶轮、应流核级泵叶轮、导叶、应流核级阀门、应流核一级主泵泵壳、应流蒙乃尔合金阀体、应流镍基合金高压氧阀阀体、应流双相不锈钢阀体、应流天然气长输管线压缩机、应流涡轮燃气轮机压缩机、应流英康乃尔合金阀体,专用设备与零部件,安徽省,354209839.7,574998688.11,476383300.98,4.5743,12.1467,-13.6116,33.18,12.446,15.35,核能核电;超涨,2434.0,48.4531,7884197100.0,4.5028
国务院国有资产监督管理委员会,000635.SZ,中央国有企业,英力特,,1996-11-20 00:00:00,19960724.0,制造业-化学原料和化学制品制造业,英力特PVC树脂、英力特除盐水、英力特电力、英力特电石、英力特工业用合成盐酸、英力特供热、英力特固碱、英力特活性炭、英力特片碱、英力特石灰氮、英力特双氰胺、英力特盐酸、英力特液碱、英力特液氯,催化剂及化学助剂、氮肥、高分子聚合物、火电、热力、无机化工原料、有机化工原料,宁夏回族自治区,25074600.75,134758075.87,41747307.59,21.1592,5.8917,-2.7209,51.25,2.8107,2.84,央企;超涨;预增,2435.0,45.4561,3500661803.1,1.2621
营口市人民政府,600317.SH,地方国有企业,营口港,,2002-01-31 00:00:00,20000322.0,交通运输、仓储和邮政业-水上运输业,营口鲅鱼圈成品油码头、营口鲅鱼圈港集装箱泊位、营口鲅鱼圈港散杂货泊位、营口鲅鱼圈液体化工品码头,集装箱码头、散货码头、特种品码头、油品码头,辽宁省,676911796.93,287636349.41,1207434545.41,7.6916,6.2133,36.0708,78.55,14.5207,5.3592,中日韩自贸区;超涨;高送转,2436.0,57.115,29193153343.5,2.9384
鄢建红;唐球,300377.SZ,民营企业,赢时胜,,2014-01-27 00:00:00,20010903.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,赢时胜QDII资产管理系统、赢时胜TA资金清算系统、赢时胜XBRL信息披露系统、赢时胜金融模型管理系统、赢时胜金融数据仓库系统、赢时胜金融资产风险管理与绩效评估、赢时胜金融资产管理系统、赢时胜投资绩效归因分析系统、赢时胜投资交易管理平台V4.5、赢时胜托管服务平台、赢时胜托管银行清算系统、赢时胜银行间数据接口系统、赢时胜银行监控系统、赢时胜资产财务估值系统、赢时胜资产综合信息管理系统、赢时胜组合管理、投资决策分析、投资风险管理一体化解决方案,行业专用软件,广东省,63378406.07,40414648.61,72067463.22,11.9259,0.3508,16.0947,28.17,23.9926,22.61,小盘绩优;超涨;高送转,2437.0,161.9465,6535728000.0,17.1179
陈勇,002365.SZ,民营企业,永安药业,,2010-03-05 00:00:00,20010618.0,制造业-医药制造业,永安药业牛磺酸,食品添加剂,湖北省,220823320.41,227258775.15,124128828.93,5.1026,-17.589,23.6722,22.63,4.4013,2.08,超涨;预增;预减,2438.0,112.4116,2586210000.0,2.3887
顾云奎;莫林弟;莫林根,600105.SH,民营企业,永鼎股份,,1997-09-29 00:00:00,19940630.0,制造业-电气机械和器材制造业,永鼎层绞式光缆、永鼎带状光缆、永鼎电力光缆、永鼎开关、永鼎软光缆、永鼎通信电缆,低压电器类、输电设备、通信线缆,江苏省,448516354.02,295060372.62,456782564.31,-5.1403,-1.5861,32.4212,31.93,12.7964,12.08,新材料;超涨;预增,2439.0,20.936,3756212809.56,2.3897
陈荣,600818.SH,民营企业,中路股份,,1994-01-28 00:00:00,19931018.0,制造业-铁路、船舶、航空航天和其他运输设备制造业,永久城市车、永久传统车、永久电动车、永久电动轮椅车、永久缆索制造、永久燃气助力车、永久山地车、永久手动轮椅车、永久童车,电动车、钢丝类、摩托车、医用辅助设备、自行车及配件,上海,96554572.18,88949937.81,118646042.13,12.6579,-21.5026,-21.2951,40.92,4.2602,2.58,迪士尼;浦东新区;含B股的A股;超涨,2440.0,891.6823,8781956901.2,23.0783
